,Id,rest_name,Tag
529,530,Lazeez Affaire, northindian mughlai chanakyapuri newdelhi
530,531,Mama's Buoi,periperifishtikka signaturepizza mozzarellacheesesticks deathbychocolate sizzlingbrownie succulentchicken northindian continental italian chinese fastfood beverages hudsonlane newdelhi
531,532,Social Street Cafe, chinese fastfood pasta pizza burger desserts beverages champagali saket newdelhi
532,533,The Luggage Room Kitchen & Bar, italian chinese continental beverages connaughtplace newdelhi
533,534,Radio Station, italian continental chinese fingerfood northindian kailashcolony newdelhi
534,535,Café High 5, barfood northindian chinese fastfood beverages connaughtplace newdelhi
535,536,Band Baaja Baaraat,vegetablecornsoup panmojito masalacorn salsapotatoes raragosht palakpattachat northindian chinese kebab rajourigarden newdelhi
536,537,Pikkle,botichicken salmontikka tempuraprawns haleem ramen sushi northindian continental asian sushi rajindernagar newdelhi
537,538,Anglow, modernindian fingerfood continental beverages khanmarket newdelhi
538,539,The Laalten, northindian chinese continental mexican kamlanagar newdelhi
539,540,Punter House Cafe Reloaded, northindian continental mexican italian chinese citycentremall sector12 dwarka newdelhi
540,541,Baby Dragon Bar & Restaurant, northindian thai chinese continental beverages sector18 noida
541,542,Bansal Dhaba,desivibes pocketfriendly tastyfood prices goodfood quantity northindian sector31 faridabad
542,543,PIND BALLUCHI, northindian mughlai kebab indirapuram ghaziabad
543,544,The Good Food Cafe, cafe healthyfood chinese fastfood continental italian desserts beverages pitampura newdelhi
544,545,Nooshe Joon, afghan iranian awadhi beverages lajpatnagar2 newdelhi
545,546,Pops Barbacoa, northindian continental asian chinese sohnaroad gurgaon
546,547,736 A.D., northindian continental italian chinese vijaynagar newdelhi
547,548,Veg Gulati, northindian kebab mughlai biryani beverages pandararoadmarket newdelhi
548,549,Underdoggs, fingerfood northindian asian mexican continental aerocity newdelhi
549,550,Cremeborne, icecream desserts fastfood connaughtplace newdelhi
550,551,Le Cantine,warmchocolatepudding chickenalakiev chickencroquettes belgianchocolate pestopasta mezzeplatter european mediterranean italian desserts beverages dlfpromenademall vasantkunj newdelhi
551,552,Taco Bell, mexican fastfood wraps beverages epicuriafoodmall nehruplace newdelhi
552,553,Rajasthali,mirchvada dalpanchmel puranpoli churma gattacurry dhokla rajasthani connaughtplace newdelhi
553,554,Kartoon Cafe, cafe northindian chinese continental desserts italian beverages janakpuri newdelhi
554,555,Jamie's Pizzeria By Jamie Oliver, pizza italian ambiencemall dlfphase3 gurgaon
555,556,CAD Tech Bar,atechsavvyrestaurantofferingauniquediningexperiencewithscreensontablesgivingitafuturisticfeel fingerfood northindian chinese fastfood 32ndavenue nh8 gurgaon gurgaon
556,557,The Blue Parrot Cafe, northindian fastfood pasta italian pizza beverages coffee kalkaji newdelhi
557,558,Three Tuns Cafe & Bar, continental northindian italian chinese unityonemall janakpuri newdelhi
558,559,Angithi, northindian chinese mayurviharphase1 newdelhi
559,560,IHOP, cafe american desserts beverages sandwich burger cyberhub dlfcybercity gurgaon
560,561,Maharashtra Sadan,chickenwarhadi matkiusal kolhapurimutton puranpoli missalpav chickenkolhapuri maharashtrian northindian indiagate newdelhi
561,562,The Ladakhi Kitchen,spicymomo porkshapta authentictibetanfood tingmo porkmomo wheatmomo tibetan momos chinese supermart1 dlfphase4 gurgaon
562,563,Café Pluck - Pullman New Delhi Aerocity, cafe italian streetfood northindian desserts pullmannewdelhiaerocity aerocity newdelhi
563,564,Lha Kitchen,aloosadeko thukpanoodles chickenthali porkribs chickenmomo momos chinese nepalese tibetan safdarjung newdelhi
564,565,Le Cirque - The Leela Palace,morelmushroomrisotto scallops wine cocktails desserts french italian theleelapalace chanakyapuri newdelhi
565,566,Lanterns Kitchen & Bar, fastfood northindian mughlai rajendraplace newdelhi
566,567,Branch Kitchen And Bar,muttongaloutikabab margheritapizza virginmojito thincrustpizza mushrooms mocktails asian italian burger sandwich sushi southextension2 newdelhi
567,568,Gravity Spacebar, continental northindian chinese momos sector29 gurgaon
568,569,The Creative Kitchen - Radisson Noida, continental chinese northindian radisson sector55 noida noida
569,570,Chateau De Pondichery,dessertcrepe chocolateganache churros pepperchicken filtercoffee prawn chettinad french southindian tamil beverages adchini newdelhi
570,571,Electro - High Spirit Club, continental italian northindian rajourigarden newdelhi
571,572,Shalom/Laidback Bar,mezzeplatter hummus chips chillichicken drink pizza continental northindian asian cafe pizza italian dlfavenue saket newdelhi
572,573,Ching Singh, chinese northindian mughlai biryani seafood desserts logixcitycentre sector32 noida noida
573,574,Kali Ghata,dahisamosa kajukatli gajarhalwa rajkachori golgappe lassi northindian southindian chinese fastfood mithai uttamnagar newdelhi
574,575,Baluchi - The Lalit New Delhi,dalballuchi pankulfi fishtikka gulabjamun breads dessert mughlai northindian southindian kebab thelalitnewdelhi barakhambaroad newdelhi
575,576,Elma's Bakery & Kitchen,englishstylecafewithwidebreakfastoptionsanddesserts bakery italian continental beverages hauzkhasvillage newdelhi
576,577,Haldiram's,pistabarfi paneercutlets kesarkulfifaluda delhichaat rajkachori matarkulcha northindian southindian fastfood mithai streetfood bakery chinese lajpatnagar3 newdelhi
577,578,Fateh Chand Kachori,customizationsavailable elegantlydecorated drivethrough economical notverycrowded pocketfriendly streetfood civillines newdelhi
578,579,Helix - The Celestial Kitchen,shrimpcocktail chips drink beer pasta paneertikka chinese asian continental northindian beverages elementsonemall sector49 gurgaon
579,580,TCRC - The Club Road Cafe, chinese mughlai northindian beverages continental punjabibagh newdelhi
580,581,Food Exchange - Novotel New Delhi Aerocity, northindian continental european desserts beverages asian novotelnewdelhiaerocity aerocity newdelhi
581,582,The Tummy Section,garlicsaucemomo creamychickenlollipops chickenshawarama crispymomos shawarmarolls gravymomo fastfood chinese jailroad newdelhi
582,583,Chacha Gyan Ka Dhaba,officecrowd cutelittleplace goodcrowd gooddelivery lowprice reasonableprices northindian nit faridabad
583,584,Pandit Ji Parantha Hut, northindian beverages ashokviharphase2 newdelhi
584,585,Spize Barbeque & Bar, northindian chinese bbq mughlai beverages sector63 noida
585,586,Big Boyz Lounge Air Bar,tandoorichickentikka paneertikkapizza sangria cocktail tawachicken periperifries barfood northindian chinese fastfood desserts beverages sector29 gurgaon
586,587,Latest Recipe -  Le Meridien Gurgaon, northindian asian italian european mediterranean salad desserts beverages lemeridiengurgaon mgroad gurgaon
587,588,Prem Dhaba,butterchickenandnaan chickentenders masalachaap tawachicken afghanichicken daalmakhni northindian mughlai karolbagh newdelhi
588,589,Rewari Sweets,chatpatachaats paneerjalebi thalioptions gujiya rasmalai lassi mithai streetfood sadarbazar gurgaon
589,590,Delectable Cafe, continental mediterranean salad italian lebanese seafood baanisquare sector50 gurgaon
590,591,Culinary Blend, mexican chinese italian beverages baanisquare sector50 gurgaon
591,592,The Smoke Factory, northindian fastfood chinese beverages kebab mughlai gardensgalleria sector38noida noida
592,593,#TYM Cafe & Restaurant, cafe continental chinese northindian healthyfood italian pizza rajnagar ghaziabad
593,594,Cafe G - Crowne Plaza, northindian continental chinese crowneplaza sector29 gurgaon
594,595,Judge & Jury, northindian chinese continental italian hudsonlane newdelhi
595,596,Italiano, pizza italian desserts beverages cyberhub dlfcybercity gurgaon
596,597,21 Shots - The MRP Bar, chinese continental northindian italian sector29 gurgaon
597,598,Gulab,easyonthepocketindiansweetsalongwithagoodvarietyofstreetfood mithai northindian southindian streetfood fastfood chinese pitampura newdelhi
598,599,"Cafe Dakia-Pizza,Pasta & More",bakedmacaroni periperipaneer brownrice paneertikkapizza cheesecake burger cafe fastfood panini pasta pizza italian beverages sushantlok gurgaon
599,600,Seasonal Tastes - The Westin Gurgaon, northindian asian japanese thai sushi desserts thewestingurgaon sector29 gurgaon
600,601,NutrioBox,exoticfruitbowl stuffedchickenbreast mealbox carrotcake bbqchicken omelette continental fastfood healthyfood desserts beverages prashantvihar newdelhi
601,602,Al Jawahar,chickenbihari rotibotiroll kalejigurda sheermaal badampasanda muttonquorma mughlai northindian jamamasjid newdelhi
602,603,RP's Restaurant,kashmirialoo soyabeanchaap hariyalichicken gingerchicken vegetableuttapam deluxevegthali mughlai northindian southindian fastfood chinese rolls malviyanagar newdelhi
603,604,Chinese Panda,pepperchickenwing prawnmanchurian spicyfish vegetablehakkanoodles dimsumplatter pepperprawns chinese sector29 gurgaon
604,605,Prego - The Westin Gurgaon,california-influencedpreparationsandanextensivewinelist italian thewestingurgaon sector29 gurgaon
605,606,Shekaza - Since 1992, northindian mughlai chinese biryani thai chittaranjanpark newdelhi
606,607,Nagaland's Kitchen,bambooshootpork nagathali porkthali meatcurry ribs chickendimsums chinese thai seafood naga greenpark newdelhi
607,608,Dhaba At Atta, northindian chinese kebab desserts beverages sector18 noida
608,609,Momo's Point,vegmasalamomos crispyhoneypotatoes juicychickendrumsticks thainoodles chickenmeal chickenfriedmomos chinese fastfood kamlanagar newdelhi
609,610,Walk In The Woods,honeypotato bonelesschicken rarachicken sizzler sweetcornsoup mocktail northindian mughlai chinese vaishali ghaziabad
610,611,The Whisky Bar & Brewpub, northindian fastfood italian sector29 gurgaon
611,612,Smelling Salts, northindian chinese fastfood mughlai beverages ashokviharphase2 newdelhi
612,613,Zaika-E-Dilli,stuffedchaap paneertika mushroommasala malaichaaproll paneernaan deluxethali northindian chinese southindian fastfood shahdara newdelhi
613,614,Cafe Culture,mintdrink berrysmoothie mezzeplatter tiramisu coffees salads cafe italian continental beverages greaterkailash1(gk1) newdelhi
614,615,Maini's Green Leaf,dahikesholey sizzlers tomatosoup malaikofta soups paneerlababdar northindian chinese kaushambi ghaziabad
615,616,Momo King, momos chinese tibetan fastfood malaysian nepalese thai sushantlok gurgaon
616,617,Abdul Ghani Qureshi Kabab Corner,unlimitedrefills officecrowd elegantlydecorated waitingtime inexpensive goodportions kebab northindian biryani fastfood jamamasjid newdelhi
617,618,Pling - Pullman New Delhi Aerocity, barfood northindian continental pullmannewdelhiaerocity aerocity newdelhi
618,619,Jughead's Fast Food Corner,butterchickenpizza honeychillipotatoes chillipaneer pizzas burgers shahipaneer chinese fastfood northindian udaypark newdelhi
619,620,Khidmat, northindian mughlai chinese beverages sector50 noida
620,621,Flavors Of Chennai, southindian malviyanagar newdelhi
621,622,Symposium, northindian chinese italian european beverages mughlai citycentremall sector12 dwarka newdelhi
622,623,Kishu Di Hatti Sweets, mithai sector7 gurgaon
623,624,Wok In The Clouds,chickentriangles mangosangria kulfiplatter buffalochickenwings sizzlingbrownie padthainoodles chinese thai continental northindian beverages khanmarket newdelhi
624,625,Bella Cucina - Le Meridien Gurgaon, italian lemeridiengurgaon mgroad gurgaon
625,626,The Artful Baker,cheesecroissant chocolatemuffin macaroons latte hotchocolate pastries bakery desserts beverages fastfood khanmarket newdelhi
626,627,Kaffiiaa - The Italian Kitchen,moroccanpizza arabicplatter classicmargheritapizza periperipizza lasagna chickenpizza bakery italian pizza momos continental fastfood desserts beverages sector18 noida
627,628,Bhaja Govindam,kajukorma mysoremasaladosa tomatosoup specialthali sambhar chutneys northindian southindian fastfood asafaliroad newdelhi
628,629,Cafe Grub Up, cafe fastfood chinese seafood desserts beverages sector15 faridabad
629,630,Bottles And Barrels, northindian asian italian momos sector30 gurgaon
630,631,Haji Shabrati Nihari Wale,breakfast yummyfood preparation hygiene owner spicy mughlai jamamasjid newdelhi
631,632,Flavours Of Chakhna, northindian mughlai chinese biryani amrapalileisurevalley greaternoida
632,633,Mystery Of Food, northindian chinese mughlai italian indirapuram ghaziabad
633,634,Biryani Blues, biryani kebab supermart1 dlfphase4 gurgaon
634,635,Prem Di Hatti,churchurnaanthali cholabhatura lassi rajmachawal rajmarice soyachaap northindian streetfood rajourigarden newdelhi
635,636,Ghalib Kabab Corner,beefkebabs seekhkebabs kababs phirni chickentikka mutton northindian mughlai kebab desserts beverages nizamuddin newdelhi
636,637,Keralicious,dosachickencurry kothuparotta veguttapam appam vegkorma filteredcoffee southindian kerala supermart1 dlfphase4 gurgaon
637,638,Depot48,guacamole quesadilla waffles tacos salsa cocktails northindian streetfood modernindian bengali desserts beverages mblockmarket greaterkailash2(gk2) newdelhi
638,639,Downtown Kitchen & Bar - Courtyard by Marriott, northindian fastfood continental italian desserts beverages courtyardbymarriott sushantlok gurgaon
639,640,Udupi Krishna,paperplaindosa matarmushroom dahivada mysoremasaladosa filtercoffee sambar southindian northindian chinese beverages kamlanagar newdelhi
640,641,Jamavar - The Leela Palace,amazingambience decor interior mood greatservice greatambience northindian mughlai theleelapalace chanakyapuri newdelhi
641,642,Rajan Corner,economical goodcrowd greatambiance promptservice amazingfood bestplace southindian chinese motinagar newdelhi
642,643,Cake Castle,coffeeanddoughnuts meltedchocolate birthdaycakes wonderfulcake yummycake pancakes bakery desserts fastfood sector83 gurgaon
643,644,Pepper Pot - The Terrace Café, cafe chinese northindian sector56 gurgaon
644,645,Goosebumps,nutellaicecream coffeehazelnut chocofudge wafflecone icecreams icecream icecream desserts beverages karkardooma newdelhi
645,646,Oasis - Vivanta by Taj,getacomplimentarynight earnupto50%ofspendsaspointsat250+restaurants&muchmore.knowmore continental northindian asian italian vivantabytaj surajkund faridabad
646,647,Punjabi Zaika,paneermalaikofta harimirchparantha spicychicken afghanichaap tandoorichaap chickenrara northindian chinese mughlai biryani rolls ballabhgarh faridabad
647,648,Los Amigo's Cafe,periperipizza paneertikkapizza grilledfish perifries hotchocolate waffles coffee healthyfood desserts fastfood beverages chinese american italian sector31 gurgaon
648,649,Hornbill,chickenliverfry smokedporkcurry bambooshootpork fishthali ribs chutneys naga chinese safdarjung newdelhi
649,650,Swagath,crabbutter prawnkoliwada neerdosa chettinadchicken appam jumboprawns northindian chinese southindian seafood defencecolonymainmarket defencecolony newdelhi
650,651,Food Peddler,perifries hotchocolate whitesaucepasta pasta burgers fastfood desserts beverages anandvihar newdelhi
651,652,Made In India - Radisson Blu, northindian kebab desserts mughlai radissonblu sector18 noida noida
652,653,The Categorical Eat Pham,smokedporkcurry duckcurry fishthali chickenthali stickyrice fishcurry northeastern chinese naga safdarjung newdelhi
653,654,Royal China,fusionofchineseandcantonesecuisine;viewofbahaitemplefom16thfloor chinese asian cantonese seafood desserts nehruplace newdelhi
654,655,Tasim, asian thai japanese seafood sushi chinese momos rajourigarden newdelhi
655,656,Mazaar,sheeryakh afghanipulao lambribs mixedvegetables skewers rajma kebab afghan lajpatnagar2 newdelhi
656,657,Ka Eclairs & Kafe,tiramisupastry eclairs blackforestpastry trufflepastry blueberrycheesecake freshfruitcake cafe bakery burger italian pizza salad fastfood beverages sector18 noida
657,658,Young Wild Free Cafe, cafe fastfood chinese italian beverages satyaniketan newdelhi
658,659,Star Crust,periperipizza kitkatshake mixedsaucepasta pastas pizzas oreoshake fastfood chinese desserts beverages sector7 faridabad
659,660,PDA,bartender bar vibe concept perfectplace ambiance italian greaterkailash2(gk2) newdelhi
660,661,Dashi Dimsum & Sushi Bar,smokedsalmonroll wasabiroll pokebowl sushi dimsum fish asian japanese sushi chinese desserts punjabibagh newdelhi
661,662,The Shim Tur, korean salad paharganj newdelhi
662,663,Pizza Villa,meltedchocolate whitesaucepasta pizzas noodles pizza fastfood beverages nit faridabad
663,664,Slic Chic,drumsticks honeychillipotatoes chilligarlicnoodles noodles chinesefood pasta chinese salad momos beverages shalimarbagh newdelhi
664,665,Yellow Mirchi - Hotel City Park,classyplace livemusic bestplaces greatambience courteousstaff environment northindian hotelcitypark pitampura newdelhi
665,666,TBK Kulcha's, sandwich burger italian beverages fastfood streetfood janakpuri newdelhi
666,667,Foxtrot,fusiontaco mustardaioli chicken65 paobhaji kulcha drink continental italian european modernindian beverages northindian dlfcybercity gurgaon
667,668,Dingdong Pizza By Big Wong,saltedcaramelshake cheesiestpizza paneermakhnipizza butterchickenpizza cheeseroll lasagna pizza italian fastfood sector29 gurgaon
668,669,Mughal Darbar,muttonjahangiri chickenjahangiri afghanchicken mughlaifood butternaan tandooriroti northindian mughlai jnu newdelhi
669,670,Cafe on 3 - Holiday Inn,dinnerbuffet shawarma deserts starter mocktails sweets continental chinese thai mediterranean holidayinn mayurvihar newdelhi
670,671,Tikka Junction Courtyard,paneerpapdi soyamalaitikka tandoorispringroll bhattichicken butterchickenpizza friedrice northindian chinese fastfood desserts beverages malviyanagar newdelhi
671,672,Heritage, northindian chinese fastfood sector15 gurgaon
672,673,Kent's Fast Food, fastfood burger pizza sandwich icecream desserts beverages defencecolonymainmarket defencecolony newdelhi
673,674,TC Bar & Restaurant,bestrocknightintownwithdjsagareveryfridayandsaturday! northindian continental fingerfood adchini newdelhi
674,675,The Royal Kitchen,crispychillipotatoes panneerbuttermasala eggcurry noodle chickenmalaitikka daltadka northindian chinese mughlai biryani gamma1 greaternoida
675,676,Shikhara,saagchicken tandooriprawns chickentikkamasala fishtikka malaikofta butterchicken northindian mughlai greaterkailash1(gk1) newdelhi
676,677,Changezi Chicken,chickennihari changezichicken phirni rumaliroti malaitikka butterchicken northindian mughlai daryaganj newdelhi
677,678,Mizo Diner,vawksarep stirfrypork smokedpork porkribs chickencurry thali northeastern safdarjung newdelhi
678,679,La Vera Pizzeria - The Wood Fired Pizza House, pizza fastfood italian beverages sector31 gurgaon
679,680,Kitchen District - Hyatt Regency, asian continental northindian japanese hyattregency sector83 gurgaon gurgaon
680,681,Sethi's Restaurant & Barbeque,beliramchicken malaisoyachaap friedchicken malaikofta afghanichicken paneerbuttermasala northindian chinese bbq mughlai rajourigarden newdelhi
681,682,Flavours Of Magadh,mushroommatarmasala paneermasalatikka chickenkeemamasala dahisholey vegexecutivethali vegjalfrezi northindian mughlai bihari sector52 noida
682,683,Mandarin Trail, chinese thai northindian thegreatindiaplace sector38 noida
683,684,Untapped Brew & Pub,tequilasunrise chillimushroom drumsofheaven mocktails vegplatter chillichicken northindian chinese continental sector21 gurgaon
684,685,Pandit Ji Paranthe Wale,andaparantha mixparatha kadhichawal aloopyazparatha tea northindian ashokviharphase2 newdelhi
685,686,Too Mikkii Tapas Now Baking,bananabread dessertplatter cappuccino hotchocolate coffees cheesepizza cafe continental fastfood beverages desserts southextension2 newdelhi
686,687,Cafe Connect, northindian italian continental mediterranean vasantkunj newdelhi
687,688,The Culinary Court - Park Ascent,cheerfulstaff classyambience worththeprice relaxedatmosphere beautifulambience goodoptions northindian chinese continental parkascent sector62 noida noida
688,689,Maati, northindian chinese fastfood desserts amrapalidreamvalley greaternoida
689,690,Mom Hand Momos,gravymomo tandooripaneermomos chickenchowmein noodle chickenmomos springroll momos chinese satyaniketan newdelhi
690,691,Pasta Xpress,cottagecheesepasta tandooripasta garlicbreadwithcheese pastas chickenburger whitesaucepasta italian pizza fastfood sector11 dwarka newdelhi
691,692,La Kababiyaa,matarmushroom pudinaparantha changezichicken dahikabab panneerbuttermasala chickenfriedrice northindian mughlai chinese kebab sector7 dwarka newdelhi
692,693,Namak Mandi,orangekulfi lambbriyani galawatikebab mangomojito thandai khameeriroti northindian awadhi kebab mughlai beverages dlfpromenademall vasantkunj newdelhi
693,694,Mallacca,rotijala lambrendang tofusalad penangcurry friedricechicken nasigoreng malaysian asian 32ndavenue nh8 gurgaon gurgaon
694,695,Nazeer Delicacies,muttonbarra khameeriroti roastedchicken phirni mughlaifood chickenbiryani northindian mughlai chinese sector135 noida
695,696,Shake Eat Up,milkywayshake turtlesundae masalagarlicbread nutellajar pineapplemojito chickenbbqwings fastfood italian chinese desserts beverages pasta delhiuniversity-gtbnagar newdelhi
696,697,Dvar Indian Restaurant - Radisson Blu Dwarka,livesufimusic livekitchen worththeprice classyplace greatambience hospitality northindian mughlai radissonblu sector13 dwarka newdelhi
697,698,Red Chilli, asian northindian continental chinese fastfood beverages rajourigarden newdelhi
698,699,The Pizza Story,tripledelight chickenmeatballs spicypaneer stuffedgarlicbread cheeseburst cheesepizza pizza continental sector17 faridabad
699,700,Changezi Chicken,buttertandoorichicken changezichicken mughlaichicken khameeriroti firni spicychicken northindian afghan karolbagh newdelhi
700,701,Chinese Kitchen,afghanchicken paneermomos drumsofheaven noodle chillypotato chickenlollipop momos chinese northindian beverages karkardooma newdelhi
701,702,Pink Box, bakery desserts hauzkhas newdelhi
702,703,The Rolling Joint,soyachaaptikkaroll pinkmojito masalalimesoda perichickenroll kokumdrink chickenkhurchan rolls northindian beverages connaughtplace newdelhi
703,704,Hishi Cafe,porkhamsandwich cheesechickenomelette tomatobasilbruschetta classicvegburger tunasandwich bubblegumshake cafe continental fastfood beverages jangpura newdelhi
704,705,Ramesh Vaishno Dhaba,vegkorma stuffedchaap shahipaneer paneertikka northindian chandernagar newdelhi
705,706,Cafe Lungta,chickenshyapta porkshapta nepalithali tingmo chickenmomo cocktail tibetan nepalese momos sector15 gurgaon
706,707,Edesia - Crowne Plaza, continental northindian mughlai chinese fastfood crowneplaza okhla newdelhi
707,708,Mughlai Junction,jahangirichickenkorma tangdichicken chickenburrah rarameat authenticmughlaifood khameeriroti northindian mughlai rolls connaughtplace newdelhi
708,709,Bikanervala Angan,deluxevegthali kajubarfi southindianplatter rasmalai jalebi tandooriplatter mithai streetfood northindian chinese southindian beverages desserts karolbagh newdelhi
709,710,McDonald's,vegpizzamcpuff mcalootikki chocobrownie perifries icedtea burgers burger fastfood beverages desserts karkardooma newdelhi
710,711,Amritsari Kulccha Corner,mixedkulcha aloopyazkulcha cheesekulcha boondiraita gulabjamun thali northindian streetfood vikaspuri newdelhi
711,712,Bakers Oven,walnutchocolatepastry vegpattice veggrilledsandwich freshfruitcake pastries cakes bakery fastfood beverages pizza wraps sector31 gurgaon
712,713,Giani's,caramelmochasundae browniesunday chocolatefudge belgianchocolate icecreams icecream icecream desserts beverages paschimvihar newdelhi
713,714,Champaran Meat House,handimutton muttoncurry handichicken fishcurry chickencurry meat northindian gaurcity2 greaternoida
714,715,Janta Eating House,shahipaneermakhani paneernaan panneerbuttermasala jeerarice rajma butterroti northindian shahdara newdelhi
715,716,Delhicacy,golgappashots palakpattachat sevpuri bedmipuri jalebi matarkulcha streetfood southindian northindian mithai dlfgalleria dlfphase4 gurgaon
716,717,Punjab Chicken Corner,pindichanamasala masalatikka honeychillipotatoes chickenrara muttoncurry paneerbuttermasala northindian chinese mughlai rolls gaurcity1 greaternoida
717,718,The Salad Story,blendedcoldcoffee berrysmoothie grilledchicken mocha salads wraps cafe healthyfood salad fastfood beverages chanakyapuri newdelhi
718,719,Rice - Radisson Blu Dwarka,kungpaochicken buffet dimsums prawns soup icecream chinese thai vietnamese japanese radissonblu sector13 dwarka newdelhi
719,720,Cocopots, bakery cafe fastfood beverages kamlanagar newdelhi
720,721,Pizza Connection,paneerperiperi perichicken stuffedgarlicbread paneerpizza whitesaucepasta pasta pizza fastfood kalkaji newdelhi
721,722,Wing Ding - Pub & Cafe,beers chillipotatoes nachos prawns starter whitesaucepasta continental lebanese mediterranean northindian gardensgalleria sector38noida noida
722,723,Mehak Food,bangforthebuck nicecrowd politestaff promptservice hygiene goodtaste northindian streetfood kalkaji newdelhi
723,724,The Brown Box,cappuccino pastries oreoshake desserts sandwiches coldcoffee cafe bakery italian desserts panchsheelpark newdelhi
724,725,New York Slice,americanvegpizza veggiepasta cheesedip periperipizza margheritapizza pepperoni pizza italian sandwich fastfood beverages golfcourseroad gurgaon
725,726,Kings Kulfi,jamunkulfi icecreamsundae chocolatefudge icecreams icecream desserts rajindernagar newdelhi
726,727,Cicchetti By Mr Beans,spaghettipomodoro flatbreads coffeefrappe croissant tomatosoup hotchocolate european italian continental barfood dlfcybercity gurgaon
727,728,Carl's Jr.,mangojalapenoburger chickentikkamasalaburger onionburger wasabifries chickenslider lambpatty burger fastfood dlfmallofindia sector18 noida noida
728,729,KOOLCHAS - Mera Wala Kulcha,sodasikhanji paneerjalfrezi kokumdrink kulfi kulcha muttonseekh northindian fastfood beverages desserts sushantlok gurgaon
729,730,Cafe Coffee Day,coffeefrappe chocolatefantasy coffees vegsandwich cappuccino brownie coffee cafe fastfood sandwich desserts beverages chanakyapuri newdelhi
730,731,Bamboo Shoots,lobster friedprawns kungpaochicken sweetcornsoup soups prawn asian sector18 noida
731,732,Chicago Chimney, italian fastfood desserts sector37 noida
732,733,Kulcha Walas,aloopyazkulcha onionkulcha chollebhature chutney northindian sector31 gurgaon
733,734,Tokyo Table,chickencurryrice chickengyoza breadroll cheeseroll noodle japanese sushi worldmark1 aerocity newdelhi
734,735,The Biryani Smoke House,authentichyderabadibiryani nonvegbiryani chickendumbiryani shahitukda briyani starters biryani northindian chinese indirapuram ghaziabad
735,736,Tasty Noodle Twist,chocolateroll paneercheese friedchickenwings noodle chillipotatoes chilligarlicnoodles chinese asian thai momos seafood healthyfood modeltown2 newdelhi
736,737,Hashery,vegetabledimsums hotchocolate hotcoffee tea whitesaucepasta shakes cafe mediterranean desserts beverages connaughtplace newdelhi
737,738,World Art Dining - Cook House,mezzeplatter dahikebab tiramisu mocktail honeychillipotatoes paneerlababdar northindian asian european punjabibagh newdelhi
738,739,Bamboo Boat, asian thai chinese dlfphase4 gurgaon
739,740,Cravity,almondcroissant blueberrycheesecake hotchocolate cappuccino icetea desserts cafe bakery hauzkhas newdelhi
740,741,Pikwik,tandooriraan punjabichicken pudinaparantha malaikofta paneerlababdar manchurian northindian chinese mughlai fastfood rolls seafood desserts beverages pitampura newdelhi
741,742,36 lebzelter,mawacake paneerpuff blueberrycheesecake trufflepastry cupcakes pastries bakery desserts fastfood mayurviharphase1 newdelhi
742,743,Coffee Bond, cafe coffee pizza fastfood udaypark newdelhi
743,744,Butter Chicken Factory,blackpepperchickentikka gulkandicecream butterchickenroti tikkaachari amritsarifishfry soyatikkamasala northindian sector14 gurgaon
744,745,Elborz,grilledchickensteak malaikofta drink dessert paneertikka starters continental northindian chinese mughlai beverages alpha2 greaternoida
745,746,The Sweeet Jar,pestosandwich chocotrufflecake bakedpasta periperipizza thickshakes blueberrycheesecake cafe chinese italian fastfood sandwich burger beverages karkardooma newdelhi
746,747,Amaranta - The Oberoi,worththeprice pool fantasticplace greathospitality cutlery appetizers modernindian seafood northindian theoberoi udyogvihar gurgaon
747,748,Foodzilla,murghpatiala schezwanchicken hyderabadichicken murghrara handipaneer panneerbuttermasala northindian chinese mughlai beverages gamma1 greaternoida
748,749,Thok,handimeat kadhaimushroom kheer roomaliroti tandoorimomos afghanichicken northindian mughlai chinese rolls biryani lajpatnagar4 newdelhi
749,750,Tandoori Innings, northindian chinese sector50 gurgaon
750,751,The China Wall,chilligarliccrispychicken juicychickendrumsticks vegtalumeinsoup vegetablemanchurian chickenspringroll chillipaneergravy chinese thai seafood northindian sector135 noida
751,752,Raw Creams,liquidnitrogenicecream chocolateexplosion nutellahazelnut nutellawaffles icecreams cheesyfries icecream desserts beverages fastfood vijaynagar newdelhi
752,753,Doosri Mehfil,haryalichickentikka chickenburra cheesenaan tandoorimushroom chickenlollypop rarachicken northindian chinese mughlai kebab sector18 noida
753,754,QRO Gourmeteriia,fusionplatter ferrerorocher butterchickenpizza periperipizza keema kitkatshake cafe beverages italian chinese satyaniketan newdelhi
754,755,The CUP N CAKE Factory,cupcakes cupcakes chocofudge chocolatetruffle redvelvetcake pastries bakery desserts sector50 gurgaon
755,756,Halki Aanch,sikandariraan acharialoo tawapaneer tawachicken sweetcornsoup afghanichicken mughlai biryani chinese northindian dlfphase3 gurgaon
756,757,Biryani Queen,bonelessmuttonbiriyani spicysoyachaapbiryani shahipaneertikkabiryani raita paneerbuttermasala meat biryani northindian mughlai hyderabadi kebab rolls omaxeconnaughtplace beta2 greaternoida
757,758,Dora Cafe,bottomlessbrunch totallyworthit heartybreakfasts varietyofpizza customizabledishes outdoorseating healthyfood continental italian mexican beverages punjabibagh newdelhi
758,759,The Mad Teapot/The Wishing Chair,glassnoodlesalad sourcream spaghetti hotchocolate salads pastas cafe bakery italian shahpurjat newdelhi
