,Id,rest_name,Tag
1630,1631,Caribbean Pizza,outdoorseatingarrangement bestinservice excellentlocation servedquickly cleanandhygienicplace largeservings pizza fastfood icecream sohnaroad gurgaon
1631,1632,Bo Tai - Switch,vegcreamypasta chocolatepyramidpastry pistabarfi dahipapdi cholebhatoorey kalakand asian thai chinese pizza parliamentstreet newdelhi
1632,1633,Evergreen Sweet House,paneerperiperi grilledcottagecheesesteak nachosnsalsa tequilasunrise shisha hummuspita continental southindian northindian chinese streetfood icecream beverages greenpark newdelhi
1633,1634,1 Oak Cafe & Bar,staffbehaviourisexcellent comfortingatmosphere seating location freshfood foodquality continental italian chinese northindian defencecolony newdelhi
1634,1635,Cafe StayWoke,lekkaisapopsinger-songwriterwhorecentlyreleasedhersensationaldebutsingle‘ride’shewasindia’stopfinalistonsouthasia’sbiggestenglishsingingshow‘thestage season...readmore continental fastfood beverages golfcourseextension gurgaon
1635,1636,Saga - Cuisines Of India,hospitalitywasgood ambiencewassupercool varietyofpizza customizabledishes weekendbrunch vibe modernindian northindian desserts mughlai golfcourseroad gurgaon
1636,1637,Tera Vita,staffservice outdoorseating goodhospitality varietyofpizza weekendbrunch goodmusic continental italian khanmarket newdelhi
1637,1638,Unwind by Amuse House,fusionmenu bookshelf couplefriendly cashlesspayments customizabledishes cafe northindian chinese continental italian khelgaonmarg newdelhi
1638,1639,Cafe Reed,paneerfriedrice chillipaneer chillichicken chickentikka whitesaucepasta pasta northindian continental bakery desserts asian icecream beverages twohorizoncenter golfcourseroad gurgaon
1639,1640,Angooor,whiskeycake gyoza ramen pancakes cheesecake desserts northindian continental asian italian beverages punjabibagh newdelhi
1640,1641,Harajuku Tokyo Cafe,zafranimalaikofta keemamutter muttonseekhkebab kulfi chickentandoori butternaan cafe japanese sushi desserts asian selectcitywalkmall saket newdelhi
1641,1642,Moets Curry Leaf,excellentvariety coolambience sitting weekendbrunch server customizablefood northindian mughlai biryani rolls desserts seafood defencecolonymainmarket defencecolony newdelhi
1642,1643,Mesa Wine Bistro,fettuccinepasta redwinesangria periperipizza bruschetta smoothies coffees european continental salad italian worldmark3 aerocity newdelhi
1643,1644,The Art House Restaurant,thaispringroll chilligarlicnoodles honeychillipotatoes starters butterchicken pizza cafe continental kebab asian northindian fastfood beverages connaughtplace newdelhi
1644,1645,Empress Delhi,beautifulview awesomestaff sanitisedservice ambiencewassupercool beststaff largeservings northindian chinese continental mughlai rajourigarden newdelhi
1645,1646,Rooftop - The View,bharwatandoorialoo raragosht tandoorimushrooms chickenkeema dahikesholey tandoorichicken northindian southindian continental italian asian desserts beverages kaushambi ghaziabad
1646,1647,The Tandoori Village,sitting weekendbrunch vibe goodmusic goodwifi foodpresentation northindian mughlai italian chinese beverages sector18 noida
1647,1648,Altogether Experimental A.T.E,sanitisedservice ambiencewassupercool cleanandhygienicplace fantasticdecoration servedquickly affordableprices cafe continental healthyfood desserts beverages saket newdelhi
1648,1649,Greetoz,"takeyourdecadencetoanewlevelwithaspeciallycuratedall-you-candrinkbuffetwithunlimitedrefillsatgrappabar.

theavailablepackagesare:
inr2 000plustaxesfor2hours
inr2 800...readmore cafe chinese fastfood northindian continental delhiuniversity-gtbnagar newdelhi"
1649,1650,"Grappa - Shangri-La's - Eros Hotel, New Delhi",panneerbuttermasala chillychicken margheritapizza chillipaneer raita chinesefood italian fingerfood salad shangri-la's-eroshotel connaughtplace newdelhi
1650,1651,DnD,californiachicken grilledchickensteak crepes waffles dessert coffee chinese northindian mughlai sector6 dwarka newdelhi
1651,1652,Jen & Cha's,sushi dimsums mocktails cheesecake desserts drinks american italian mexican beverages desserts salad cafe starlingmall sector110 noida noida
1652,1653,MIC Drop,cordialstaff cozyambiance pocketfriendly streetfood greatrecommendations promptservice northindian chinese italian continental southextension2 newdelhi
1653,1654,Classic Caterer's,shawarmawrap chickenkalmi masalapaneer afghanchicken tandoorichaap chickenshawarma streetfood rohini newdelhi
1654,1655,Manjeet Restaurant,tandooritikka phirni soyachaap malaikofta paneertikka dal northindian mughlai chinese rolls jailroad newdelhi
1655,1656,Garam Dharam,roomaliroti muttoncurry chickencurry malaitikka fishtikka kabab northindian chinese sector18 noida
1656,1657,RDX Reloaded,"kutumboffersindia'slargestthali

price:3000/-isreduceddownto2499/-allinclusive.

t&c-1)priorbookingrequired
2)preparationtime:30mins
3)sufficientfor4-5...readmore mughlai northindian chinese beverages safdarjung newdelhi"
1657,1658,Kutumb,soyamasalachaap dalmakhni noodles momos pizza northindian chinese continental desserts southcity2 gurgaon
1658,1659,Hungry Tau,buffet salads dessert whitesaucepasta breads pizza northindian chinese fastfood beverages dlfphase1 gurgaon
1659,1660,Infinity - Crowne Plaza,ampleseatingarea relaxedatmosphere portions table location seating italian northindian continental beverages crowneplaza mayurviharphase1 newdelhi
1660,1661,Cha-Shi,steamedchickenmomo chickendimsums noodle springroll honeychillipotato friedrice asian desserts beverages dlfemporiomall vasantkunj newdelhi
1661,1662,Chilli Singh,rosemilk grilledcheesesandwich greentea momos chinese thai seafood greenpark newdelhi
1662,1663,"Chai Lelo - Chai, Snacks & More",dragonrolls kitkatshake chillypotato mojito mocktails soyachaap tea beverages fastfood streetfood greenpark newdelhi
1663,1664,TBH - The Big House Cafe,familyplace familyrestaurant goodvalue behavior parking perfectpresentation cafe northindian chinese continental satyaniketan newdelhi
1664,1665,Mughal Cuisine Foods,garlicpaneerkulcha cheesekulcha mixkulcha deluxthali chole shahipaneer mughlai northindian fastfood beverages jasola newdelhi
1665,1666,Kulcha Republic,nutellamilkshake thickshakes alfredopasta mojito coffee burger northindian karolbagh newdelhi
1666,1667,Le Winkies,amazinginteriors comfortingatmosphere recommendedplace foodpresentation courteousstaff worththemoney sandwich fastfood pizza streetfood beverages rajnagar ghaziabad
1667,1668,Brownie Heaven,bagels paneerpizza pastry hotchocolate coffee pizzas desserts punjabibagh newdelhi
1668,1669,Brews N Bagels,rooftopambience comfortableseatingarea view courteousstaff bar politestaff cafe beverages panini sandwich burger italian rolls sector50 gurgaon
1669,1670,Maamouche's Alchemy Bar,maggie cheesegarlicbread coffees chai coldcoffee shakes northindian pizza barfood kebab starlingmall sector110 noida noida
1670,1671,Chai Sutta Bar,staff valueformoney packaging service taste food beverages fastfood tea satyaniketan newdelhi
1671,1672,CAARA at Ogaan,goodmusic studentcrowd customizablefood youngcrowd foodquality elaboratemenu european mediterranean healthyfood beverages pasta bakery chanakyapuri newdelhi
1672,1673,Right Choice Food Hub,cutelittleplace breakfast amazingfood preparation hygiene foodpresentation northindian streetfood chinese fastfood pizza beverages shahdara newdelhi
1673,1674,Sita Ram Diwan Chand,awesomespottohangout beststaff fantasticdecoration servedquickly niceconcept cleanandhygienicplace northindian streetfood paschimvihar newdelhi
1674,1675,Onety One,varietyofvegoptions comfortingatmosphere greatmenu fantasticdecoration cleanandhygienicplace foodtastesgreat fastfood burger beverages dlfphase4 gurgaon
1675,1676,Ds Dosa Factory,bar ambiance music bestplace foodquality menu southindian chinese northindian beverages connaughtplace newdelhi
1676,1677,Lust - Radisson Blu Kaushambi Delhi NCR,butternoodles lemonchaap vegtandooriplatter acharichaap tawachaap pannertikka fingerfood radissonbluhotel kaushambi ghaziabad
1677,1678,The Chaap Factory,malaisoyachaap panneerbuttermasala paneertikkamasala honeychillipotatoes dalmakhani chinese northindian momos fastfood geetacolony newdelhi
1678,1679,Green Vatika,interior elaboratemenu youngcrowd customizablefood foodquality worththemoney northindian chinese fastfood mughlai beverages rohini newdelhi
1679,1680,Shagun Sweets,afghanchicken tawachicken chickentikkamasala muttoncurry paneerbuttermasala chickencurry mithai streetfood desserts laxminagar newdelhi
1680,1681,Miglani Eating House,stylishcrockery ambiencewassupercool servedquickly weekendbrunch familycrowd goodwifi northindian chinese mukherjeenagar newdelhi
1681,1682,Gola Sizzlers - Naresh Gola Group,masalachaaproll chickenrara chillipotatoes chillichicken springroll butterchicken chinese northindian mughlai italian fastfood beverages preetvihar newdelhi
1682,1683,Late Lateefe,chinesedecorandgoodchinesedelicaciesfromtheirdimsumstokungpaochickentodrychillychicken northindian mughlai chinese laxminagar newdelhi
1683,1684,Nanking,hugevegetarianmenu goodforfamilies parkingspaceavailable breakfastoptions hygienicplace reasonablerate chinese seafood asian vasantkunj newdelhi
1684,1685,Bikaner's Sweets,cozyambiance parkingspace casualseatingarea greatrecommendations seatingarrangement promptservice mithai streetfood desserts southindian indirapuram ghaziabad
1685,1686,Laguna,familycrowd location niceplace ambience quality price chinese yashwantplacecommercialcomplex chanakyapuri newdelhi
1686,1687,Raj Mahal Delux,cheesegarlicbread pepperonipizza coffees pastas spaghetti thincrustpizza northindian mughlai chinese oldrailwayroad gurgaon
1687,1688,Amici Cafe,maharajachicken paneerkorma chickendumbiryani afghanichicken vegbiryani rolls cafe italian salad fastfood beverages pizza defencecolonymainmarket defencecolony newdelhi
1688,1689,Punjabi Zaika,cleanliness seatingarea bestfoodunderbestbudget hygiene cafe goodwifi northindian mughlai chinese kebab chittaranjanpark newdelhi
1689,1690,Bars N Beans,brinjalfry bhapailish mishtipulao fryprawns premiumvegthali chickenrezala cafe desserts fastfood beverages bakery modeltown1 newdelhi
1690,1691,Amar Shonar Bangla,malaisoyachaap veghakkanoodles honeychillipotatoes butterchicken bengali northindian seafood chittaranjanpark newdelhi
1691,1692,The Prizm,aloopyazparatha mixedvegetables panneerbuttermasala masalachaap rajma thali northindian chinese sector7 dwarka newdelhi
1692,1693,Puran Dhaba,inexpensive price quantity valueformoney taste northindian ashokviharphase1 newdelhi
1693,1694,FKC,ciabattasandwich chickenespetada tandoorifishtikka pitapocket chillipaneergravy chickenseekh northindian rolls zakirnagar newdelhi
1694,1695,Routine Affaire Bar and Kitchen,breweedbeer varietyofbeer extensivemocktailmenu goodbartenders classyambience cozy cafe italian mexican american mgroad newdelhi
1695,1696,@ Links - Radisson Blu,chillipaneerdosa ravabuttermasaladosa mysoremasaladosa dalmakhni momos fingerfood pizza beverages radissonblu sector18 noida noida
1696,1697,The Dosa King,goodwifi studentcrowd elaboratemenu customizablefood youngcrowd goodmusic southindian northindian chinese chandernagar ghaziabad
1697,1698,Gyros Kebab And Grill,beststaff comfortingatmosphere sanitisedservice excellentlocation fantasticdecoration veryaffordable kebab fastfood mughlai northindian chinese sector135 noida
1698,1699,Hot Spot Mini Shop,matkichicken honeychillipotatoes afghanichicken butterchicken tandoorichicken naan italian chinese sandwich fastfood beverages pizza sector11 dwarka newdelhi
1699,1700,Dilkhush Food Plaza,chickenbiriyani chickencurry kadhaipaneer tandoorichicken butterchicken northindian mughlai chinese rolls paschimvihar newdelhi
1700,1701,Dhaba Cash 'N' Curry Kitchen,classyambience fairprices beststaff fantasticdecoration largeservings excellentlocation northindian mughlai mahipalpur newdelhi
1701,1702,Forest House Cafe,rarameat chickenchowmein changezichicken tawachicken butterchicken dalmakhani northindian chinese continental fastfood beverages sector17 dwarka newdelhi
1702,1703,Mama's,chickenmakhani malaikofta muttonbiryani drink desserts northindian chinese rolls fastfood rajindernagar newdelhi
1703,1704,The House Of Celeste,varietyofpizza weekendbrunch goodmusic youngcrowd customizablefood elaboratemenu northindian beverages 32ndavenue nh8 gurgaon gurgaon
1704,1705,Dandy - The Fio Bar,tandoorivegplatter paneerpizza periperifries mocktails soyachaap garlicbread european barfood italian epicuriafoodmall nehruplace newdelhi
1705,1706,Daddy Of Drinks,indoorseating owner amazingplace foodquality customizablefood presentation northindian chinese italian continental bhikajicamaplace newdelhi
1706,1707,The Master Kitchen,excellentlocation servedquickly hygienic cleanandhygienicplace fantasticdecoration reasonableprices northindian italian mexican fastfood beverages chinese sector81 faridabad
1707,1708,Adinath Foodie's Haven,icecreamsundae chocolatefudge icecreams icecream noodle chowmein northindian rkpuram newdelhi
1708,1709,Rupa Ice Cream Parlour & Restaurant,kulladchai jaljeera panneerbuttermasala chickentandoori gulabjamun mojito desserts beverages icecream krishnanagar newdelhi
1709,1710,Dhaba By Punjab,friendlystaff bar concept music decor greatplace northindian southindian chinese mughlai kebab beverages indirapuram ghaziabad
1710,1711,The Pint Room,chillipotatoes oreoshake whitesaucepasta sandwiches burger pasta fingerfood italian vasantvihar newdelhi
1711,1712,Baat Cheet Cafe,mysoredosa filtercoffee panneerbuttermasala sambhar masaladosa chutneys chinese northindian fastfood beverages sandwich pizza vaishali ghaziabad
1712,1713,Shree Rathnam,budgetfood staffbehaviour familyplace hospitality hygiene properpackaging southindian northindian chinese rohini newdelhi
1713,1714,Punjabi Zaika,afghanchicken tawachicken malaikofta dalmakhni butterchicken northindian chinese rolls pitampura newdelhi
1714,1715,Rimpy Gold,shanghainoodles authentictibetanfood doublefriedpork devilmomos porkchilli tingmo northindian mughlai kebab malviyanagar newdelhi
1715,1716,Tee Dee,beststaff excellentlocation goodmusic youngcrowd foodpresentation timelyservice tibetan chinese momos northindian majnukatila newdelhi
1716,1717,Bean Sahab,afghanchicken drymanchurian tawachicken kadaipaneer chickenbiryani paneertikka cafe fastfood beverages safdarjung newdelhi
1717,1718,Punjabi Tadka,thickshake coffees cakes breads sandwiches burgers northindian mughlai chinese fastfood sector19 faridabad
1718,1719,Butter Berry,momosplatter chickenlollipops chineseplatter manchurian friedrice noodles desserts fastfood beverages crossingrepublik ghaziabad
1719,1720,Kingdom Of Momos,chaaptikka tandoorisoyachaap mocktails kadhaipaneer springroll soup chinese momos rolls northindian sector7 dwarka newdelhi
1720,1721,Oye! Punjab,pannertikka chole samosa lassi sweets butternaan northindian mughlai chinese kebab sector10 dwarka newdelhi
1721,1722,New Anand Sagar,intimatesetting sophisticated worththeprice goodoptions greatservice portionsize streetfood fastfood northindian southindian desserts shahdara newdelhi
1722,1723,Nook,intimatesetting greatservice ambiance staff experience food modernindian continental italian asian aloft aerocity newdelhi
1723,1724,Spicy Duck - Taj Palace,cordialstaff casualseatingarea economical cozyambiance nicecrowd mouthwateringfood asian tajpalace chanakyapuri newdelhi
1724,1725,Zara Chakh Lo,soups pizzas whitesaucepasta corn salad icecream northindian chinese mughlai beverages saket newdelhi
1725,1726,Da' Pizza Planet,bar goodmusic elaboratemenu customizablefood portions youngcrowd pizza pasta fastfood janakpuri newdelhi
1726,1727,Kimono,amazingdecor familyrestaurant familycrowd elaboratemenu goodwifi goodmusic asian japanese beverages chanakyamall chanakyapuri newdelhi
1727,1728,Thrive Restaurant,mirchipakoda kajubarfi kajukatli jalebi rasmalai samosa northindian chinese continental mughlai beverages vasantkunj newdelhi
1728,1729,Bangla Sweet House,oreowaffle waffles pancakes redvelvet icecream shakes mithai streetfood northindian golemarket newdelhi
1729,1730,Waffle Me Up,familyplace greatambience familycrowd management bestfoodunderbestbudget ambiance desserts fastfood beverages sector7 dwarka newdelhi
1730,1731,Nine 11,masalasoda chickenpopcorn mixedsaucepasta kitkatshake chocolateshake pastas northindian chinese beverages rohini newdelhi
1731,1732,Amigo's Hub,freshlymadesweets goodforfamilies goodstreetfood spaciousseatingarea parkingspaceavailable desifood cafe fastfood pizza wraps beverages satyaniketan newdelhi
1732,1733,Gopal Sweets Corner,excellentandfastservice goodandnicetoenjoy lightings varietyofpizza weekendbrunch goodmusic mithai streetfood kamlanagar newdelhi
1733,1734,Stormborn, cafe continental fastfood desserts beverages sector16 faridabad
1734,1735,Juniper Bar - Andaz Delhi,muttonseekhkebab mocktails soyachaap chickencurry momos drinks northindian european andazdelhi aerocity newdelhi
1735,1736,Daddy Of Tastes,familyrestaurant sittingarrangement interior reasonableprice portions greatplace northindian chinese mughlai continental desserts sector29 gurgaon
1736,1737,Darbar,lasooninaan tandoorimushrooms paneerdopyaza drinks northindian southindian chinese fastfood streetfood paharganj newdelhi
1737,1738,Sahi Dawaat,kashmirinaan mocktails butternaan dalmakhni chaap paneertikka northindian chinese omega2 greaternoida
1738,1739,Spice N Ice,bulletpaneer bulletchicken misoramen dimsumbasket soup northindian mughlai chinese continental fastfood beverages karkardooma newdelhi
1739,1740,Asian Flavours By Chef Jajos,dimerdevil begunbhaja bhetkipaturi muttonkasha authenticbengalifood vegcutlet chinese thai japanese baanisquare sector50 gurgaon
1740,1741,Abar Khabo,bestrestaurant bestservice goodwifi fastdelivery studentcrowd customizablefood bengali rolls qutabplaza dlfphase1 gurgaon
1741,1742,Tandoori Garh,goodportionsize goodwifi youngcrowd elaboratemenu freshfood goodquality chinese northindian rolls golfcourseextension gurgaon
1742,1743,Dalgrak,comfortingatmosphere beststaff sanitisedservice excellentlocation fantasticdecoration cleanandhygienicplace korean desserts lajpatnagar4 newdelhi
1743,1744,Desian: Proudly Vegetarian,mixveg thali springrolls dalmakhni naan biryani northindian chinese sector81 faridabad
1744,1745,Jhatpat,valueformoney packaging ambience staff menu taste northindian chinese yusufsarai newdelhi
1745,1746,EBISU Fine Japanese Cuisine,comfortingatmosphere servedquickly cleanandhygienicplace beststaff niceconcept weekendbrunch japanese sushi sector54 gurgaon
1746,1747,Annakoot,bar decor elaboratemenu customizablefood freshfood goodquality chinese northindian southindian fastfood streetfood vikasmarg newdelhi
1747,1748,Yi Jing,rajmarice masalachaap cholebhature lassi naan snacks chinese asian sheratonnewdelhihotel saket newdelhi
1748,1749,Grover Sweets,authenticsweets reasonablerates hygiene ambience quality experience mithai northindian fastfood chinese momos subhashnagar newdelhi
1749,1750,Shagun Sweets,fingerfood continental mediterranean italian asian mithai streetfood ambedkarroad ghaziabad
1750,1751,The Highbrooks Cafe,wildmushroomrisotto chickensandwich chocolate cheesecake pasta beverages sda newdelhi
1751,1752,Whiz Cafe,chirpycrowd lipsmackingfood mouthwateringfood politestaff taste cafe fastfood desserts beverages greaterkailash2(gk2) newdelhi
1752,1753,Kallu Nihari,chocolatetrufflepastry blueberrycheesecake cakes coffee mughlai daryaganj newdelhi
1753,1754,Truffle Story,bakedpennepasta maggipasta punjabipasta chickenwrap mixedsaucepasta pastas bakery desserts beverages chittaranjanpark newdelhi
1754,1755,Hashtag Foods,economical cozyambiance cutelittleplace goodcrowd promptservice greatrecommendations burger pizza pasta chinese sandwich fastfood desserts beverages janakpuri newdelhi
1755,1756,Shilloi Restaurant,honeypotato kitkatshake noodle mocktails whitesaucepasta mojito naga safdarjung newdelhi
1756,1757,Moh Maya Cafe,chickennasigoreng prawnsatay somtamsalad thairedcurry crispyvegetables veghakkanoodles northindian continental chinese italian lebanese momos delhiuniversity-gtbnagar newdelhi
1757,1758,Red Hot - The Asian Kitchen,comfortableseatingarea familyplace view decentplace niceambience familycrowd asian chinese japanese thai sushantlok gurgaon
1758,1759,Cafe 24 - Hotel City Park,paneertikkapizza springrolls paneerlababdar dalmakhni continental northindian chinese hotelcitypark pitampura newdelhi
1759,1760,Khawesome Cafe,cozyambiance politestaff tastyfood worththemoney deliciousfood goodfood cafe continental northindian chinese mughlai desserts beverages janakpuri newdelhi
1760,1761,Rama Bhojnalaya Since 1975,unlimitedrefills bangforthebuck economical nicecrowd comfortfood politestaff northindian sector7 faridabad
1761,1762,Amritsari Kulcha Sardar Ji,chickensteamedmomos paneermomos shawarma rolls chickenbiryani dalmakhani northindian beverages streetfood pitampura newdelhi
1762,1763,Sheikh Chang Singh,keemacurry keemamutton keemakaleji chickenbiryani meat rolls momos northindian lebanese beverages hauzkhas newdelhi
1763,1764,Ambersari Dhaba,mouthwateringfood lowprice politestaff hygiene perfectplace prices northindian lajpatnagar1 newdelhi
1764,1765,Kumar Hotel,shisha chickenspringroll chillipotatoes lasagna mixedsaucepasta maggi northindian mughlai beverages motinagar newdelhi
1765,1766,Chill'm Bar N Cafe,dahimutton acharichicken kadhaimushroom rumaliroti daalmakhni tandoorichicken northindian italian chinese continental kamlanagar newdelhi
1766,1767,Moti Mahal,locationoftherestaurant varietyofpizza outdoorseating weekendbrunch goodmusic studentcrowd northindian chinese mughlai daryaganj newdelhi
1767,1768,NYC Central & Co,besanburfi pyazkikachori paneerkadai aloosabji paneerparantha butternaan american fastfood beverages sector37 noida
1768,1769,Bikaner Express,onionkachori jalebi samosa sweets springroll gulabjamun northindian chinese fastfood southindian streetfood mithai beverages sector9 dwarka newdelhi
1769,1770,Milan Sweet House,customizationsavailable unlimitedrefills pocketfriendly cutelittleplace nicecrowd comfortfood northindian fastfood southindian chinese mithai streetfood sector10 faridabad
1770,1771,Pizzalicious, pizza fastfood karkardooma newdelhi
1771,1772,Amritsari Chaap Corner,plentyofvegetarianoptions inexpensive pocketfriendly greatambiance promptservice quantity northindian rolls karolbagh newdelhi
1772,1773,Kashyap Chole Kulche,filteredcoffee healthybreakfast mysoremasaladosa sambhar tea northindian sector21 faridabad
1773,1774,Mysore Cafe,studentcrowd youngcrowd goodmusic familycrowd customizablefood freshfood southindian indiagate newdelhi
1774,1775,Darjeeling Fast Food,beststaff bestinservice comfortingatmosphere greatmenu servedquickly foodtastesgreat chinese fastfood momos nit faridabad
1775,1776,Snacker's Cup,crowd friendlystaff management courteousstaff maincourse music fastfood desserts chinese indirapuram ghaziabad
1776,1777,4S Chinese Restaurant,botitikka tawachaapmasala tandoorimushrooms acharichaap jalebi rumaliroti chinese asian defencecolonymainmarket defencecolony newdelhi
1777,1778,Jaiveer Naan & Chaap,economical promptservice prices quantity menu staff northindian mughlai paschimvihar newdelhi
1778,1779,Oh! Assam,egglesspineapplepastry chocotruffle pastries chilligarlicnoodles cakes snacks assamese naga safdarjung newdelhi
1779,1780,Gayway Bakers,pizzastripssupreme cheesecake pizzas garlicbread pasta bakery fastfood desserts rajourigarden newdelhi
1780,1781,Pizza Workshop,vadasambar lemonrice filtercoffee sambhar masaladosa pizza fastfood beverages chandernagar newdelhi
1781,1782,Southy,lowprice amazingfood prices staff quantity service southindian connaughtplace newdelhi
1782,1783,South Indian Cafe,elegantlydecorated economical nicecrowd greatrecommendations politestaff amazingfood southindian chinese vikaspuri newdelhi
1783,1784,The Baking Paradise,porkmomo friedricechicken sizzlers chopsuey drumsofheaven chickenmomos chinese fastfood bakery desserts vasantkunj newdelhi
1784,1785,Chimney Sizzlers,ketooptions jainfoodoptions goodforlargegroups fastdelivery youngcrowd goodservice chinese fastfood asian momos tibetan yashwantplacecommercialcomplex chanakyapuri newdelhi
1785,1786,Royal Kitchen,raspberrylemonade nachofries oreomilkshake periperifries strawberryshake sandwich northindian chinese mughlai biryani knowledgepark greaternoida
1786,1787,Jack 'n' Chill - All American Creamery,notverycrowded cozyambiance promptservice reasonableprices meals goodplace fastfood sandwich desserts beverages greaterkailash1(gk1) newdelhi
1787,1788,Friends Restaurant,churchurnaanthali lassi cholebhature raita thali dal northindian rajindernagar newdelhi
1788,1789,Ramji Di Hatti & Caterers,extensivefoodmenu view greatservice menu staff ambience northindian chinese fastfood mayapuriphase2 newdelhi
1789,1790,OKO - A Pan Asian Destination - The Lalit New Delhi,fingerfood continental mediterranean italian asian japanese thai chinese thelalitnewdelhi barakhambaroad newdelhi
1790,1791,Sagar Chole Bhature,salamipizza spicypaneer garlicbread pizzas pasta streetfood northindian tilaknagar newdelhi
1791,1792,Pizza And More,meatpulao muttonbiryani chickenbiryani butterchicken pizza fastfood sector45 noida
1792,1793,Tee Pee O Restaurant,fingerfood continental mediterranean italian asian northindian mughlai biryani connaughtplace newdelhi
1793,1794,Mr. Sandwiches,fingerfood continental mediterranean italian asian sandwich fastfood beverages sector22 gurgaon
1794,1795,De Cakery,maskachicken khameeriroti tandooriplatter malaikofta daltadka mocktails bakery desserts southpointmall golfcourseroad gurgaon
1795,1796,Beliram Degchiwala,crispyjalebi poorichole kalakand sweets samosa lassi northindian mughlai chinese malviyanagar newdelhi
1796,1797,Monga Sweets,italianpizza cheeseburst chocolava whitesaucepasta cheesecake pasta mithai northindian streetfood subhashnagar newdelhi
1797,1798,Pizza Galleria,hotnsoursoup friedmomo chickenchowmein hakkanoodles momos pizza fastfood beverages shalimarbagh newdelhi
1798,1799,The Spot,lowprice goodcrowd politestaff quantity service food chinese karolbagh newdelhi
1799,1800,Shree Manakamna Fast Food,fingerfood continental mediterranean italian asian chinese momos laxminagar newdelhi
1800,1801,Your's Chole Bhature,fingerfood continental mediterranean italian asian northindian streetfood sector7 dwarka newdelhi
1801,1802,Ice N Fire,relaxedatmosphere familyplace excellentplace goodvalue hospitality maincourse chinese northindian mughlai beverages desserts alpha2 greaternoida
1802,1803,Cafe Rouge - Ramada,lightmusic goodmusic atmosphere vibe bestfoodunderbestbudget portionsize italian continental southindian northindian asian european desserts beverages ramadagurgaoncentral sector44 gurgaon
1803,1804,Rigo Bistro,relaxedatmosphere familyplace portions timelyservice worththemoney deliciousfood continental momos salad thai chinese italian beverages desserts majnukatila newdelhi
1804,1805,The Bibimbab - Myung Ga,customizationsavailable plentyofvegetarianoptions chirpycrowd casualseatingarea goodcrowd cordialstaff korean southpointmall golfcourseroad gurgaon
1805,1806,Vaishno Corner,pocketfriendly casualseatingarea goodcrowd greatrecommendations politestaff lowprice northindian azadpur newdelhi
1806,1807,Crispy Bites,fingerfood continental mediterranean italian asian chinese northindian momos rolls rohini newdelhi
1807,1808,Dhannuram Sweets & Restaurant,humblestaff freshfood goodquality valueformoney taste northindian streetfood southindian chinese loni ghaziabad
1808,1809,Cuoco,fishtikka vegplatter tandooriroti salad rolls fastfood pizza prashantvihar newdelhi
1809,1810,Veerji Malai Chaap Wale,fingerfood continental mediterranean italian asian northindian rolls rohini newdelhi
1810,1811,The Kathi Rolls,bestfoodunderbestbudget prices menu quantity food rolls fastfood sector31 gurgaon
1811,1812,Loving Hut - The Vegan Paradise,mysorepak appam mysoremasaladosa filtercoffee sambar chutneys northindian fastfood chinese healthyfood italian continental southcity1 gurgaon
1812,1813,Adyar Ananda Bhavan,paneerlollipop redthaicurry chillipotatoes noodle momos southindian northindian chinese fastfood beverages streetfood greenpark newdelhi
1813,1814,Town Darbar,drivethrough cozyambiance nicecrowd goodcrowd greatrecommendations customerservice northindian chinese mughlai beverages nit faridabad
1814,1815,New Durga Dosa Corner,baconomelette perichicken pizzatoppings poha wrap pasta southindian chinese paschimvihar newdelhi
1815,1816,Mr. Diet,authentictaste concept spicy price timelyservice staff healthyfood fastfood continental american kamlanagar newdelhi
1816,1817,Champaran Meat House,politestaff spicy worththemoney timelyservice greatportions deliciousfood northindian janakpuri newdelhi
1817,1818,Oberoi Dhaba,plentyofvegetarianoptions reasonableprices politestaff amazingfood quantity price northindian mughlai mehrauli newdelhi
1818,1819,Swamy Dosa,fingerfood continental mediterranean italian asian southindian sector5 dwarka newdelhi
1819,1820,Nagpal's,gajarhalwa honeychillipotatoes masaladosa sweets malaichaap naan streetfood northindian lawrenceroad newdelhi
1820,1821,Anupam Restaurant & Cafe,familyrestaurant familyplace southindianfood courteousstaff goodservice ambiance northindian southindian fastfood streetfood chinese mithai sector28 faridabad
1821,1822,Hotel Krishna Sagar,paneerpizza waffle oreoshake chillipotatoes malaikofta afghanichicken southindian northindian chinese fastfood rajnagar ghaziabad
1822,1823,The Mask Cafe & Lounge,comfortableseatingarea bartender venue dj bar courteousstaff cafe chinese northindian italian crossingrepublik ghaziabad
1823,1824,The Ark,pastries cakes sandwich chocolate whitesaucepasta snacks fingerfood northindian fastfood beverages sector56 gurgaon
1824,1825,Oasis Baklawa, bakery desserts fastfood beverages paschimvihar newdelhi
1825,1826,Emperor's Lounge - The Taj Mahal Hotel,friesandtheservice goodandnicetoenjoy ambiencewassupercool varietyofpizza weekendbrunch goodmusic cafe thetajmahalhotel mansinghroad newdelhi
1826,1827,Bites And Brew,veryniceplacefordining amazingmusic servedquickly niceconcept goodmusic goodwifi chinese fastfood salad burger pizza wraps beverages vikaspuri newdelhi
1827,1828,Chevron,panneerbuttermasala gulabjamun shahipaneer thali springroll dalmakhani continental european asian gwalpahari gurgaon
1828,1829,Rajshree Restaurant,crispymomos kitkatshake chillipotatoes whitesaucepasta pasta shakes northindian chinese fastfood krishnanagar newdelhi
